"STA","Station Name","Elevation","Latitude","Longitude","Nearby City","Hydro","Basin","Owner","Maintenance","Operator","Map","Collect","County Name","Basin Name","Agency Name","Hydro Area","Sensors"
"BBD","BUTTE CREEK NEAR DE SABLA","2000","39.9001960754395","-121.625312805176","DE SABLA","5","7201","999","999","707","13","0","BUTTE","BUTTE CR","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14"
"BBE","BIG BEAR LAKE","6790","34.247","-116.891","SAN BERNARDINO","4","5701","999","999","40","48","0","SAN BERNARDINO","SANTA ANA R","National Weather Service","SOUTH COAST","2"
"BBG","BLACK BUTTE GENERATOR","393","39.815","-122.3322","ORLAND","5","6501","999","999","56","12","0","TEHAMA","SACRAMENTO R","US Army Corps of Engineers","SACRAMENTO RIVER","14,20,110,176"
"BBI","BYRON BETHANY IRRIGATION DIST DIVERSION","3","37.8298","-121.5574","BYRON","2","8101","999","999","717","23","16","CONTRA COSTA","DELTA","Byron Bethany Irrigation District","SAN FRANCISCO BAY","110"
"BBP","BLACK BUTTE POOL","518","39.8139","-122.3367","ORLAND","5","6501","999","999","56","12","0","TEHAMA","SACRAMENTO R","US Army Corps of Engineers","SACRAMENTO RIVER","14,43"
"BBQ","STONEY CK BLW BLACK BUTTE DAM","366","39.8186","-122.3239","ORLAND","5","6501","999","999","56","12","0","TEHAMA","SACRAMENTO R","US Army Corps of Engineers","SACRAMENTO RIVER","1,14,25"
"BBR","BIEBER 4NW","4195","41.12","-121.13","ADIN","5","6701","999","999","999","4","0","LASSEN","PIT R",".None Specified","SACRAMENTO RIVER","2"
"BBS","BEAR BASIN","6500","40.967","-122.867",,"1","901","999","999","34","8","0","TRINITY","TRINITY R","Weaverville Ranger District","NORTH COAST","3,18,82"
"BBV","BURBANK VALLEY PUMP PLAN","655","99.999","-999.999",,"4","4801","999","999","999","999","0","none specified","LOS ANGELES R",".None Specified","SOUTH COAST","2"
"BBW","BW-12 IMPORT TO BUTTE CREEK","2882","39.8857307434082","-121.610328674316","CHICO","5","7201","999","999","707","13","0","BUTTE","BUTTE CR","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,25,41"
"BC2","BOCA 2","5900","39.375","-120.092","TRUCKEE","8","10501","999","999","999","14","0","NEVADA","TRUCKEE R",".None Specified","NORTH LAHONTAN","3,18,82"
"BCA","BOCA","5575","39.383","-120.1","TRUCKEE","8","10501","999","999","40","14","0","NEVADA","TRUCKEE R","National Weather Service","NORTH LAHONTAN","2"
"BCB","BLACKCAP BASIN","10300","37.0666847229004","-118.773010253906","PIEDRA","7","9401","702","702","702","999","0","FRESNO","KINGS R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","3,4,9,10,12,14,18,26,30,31,32,82,116"
"BCC","BLACK CREEK NR COPPEROPOLIS","746","37.9610366821289","-120.615203857422","COPPEROPOLIS","6","8501","58","1","58","24","0","CALAVERAS","STANISLAUS R","US Geological Survey","SAN JOAQUIN RIVER","1,14,16,20"
"BCD","BUTTE CREEK NR DURHAM","190","39.6780128479004","-121.777481079102","DURHAM","5","7201","999","999","707","13","0","BUTTE","BUTTE CR","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,25,41"
"BCH","BEACH MEADOWS","7650","36.1260948181152","-118.29345703125","FAIRVIEW","7","9701","702","702","702","999","0","TULARE","KERN R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","2,3,4,14,18,30,31,32,45,82,103,104,105"
"BCI","BOREL CANAL BLW ISABELLA DAM","2540","35.4756","-118.4692","LAKE ISABELLA","7","9701","999","999","56","39","0","KERN","KERN R","US Army Corps of Engineers","TULARE LAKE","1,14"
"BCK","BUTTE CREEK NR CHICO","300","39.7259941101074","-121.708862304687","CHICO","5","7201","58","58","58","13","0","BUTTE","BUTTE CR","US Geological Survey","SACRAMENTO RIVER","1,14,20,25,27,41"
"BCL","BUCKS LAKE STORAGE","5168","39.897","-121.202","QUINCY","5","7301","999","999","60","13","0","PLUMAS","FEATHER R","Pacific Gas & Electric","SACRAMENTO RIVER","6,15"
"BCM","BRUSH CREEK (DWR-2)","3560","39.694","-121.34","OROVILLE","5","7301","999","999","722","13","0","BUTTE","FEATHER R","CA Dept of Water Resources/DFM-Hydro-Water Supply Fcasting","SACRAMENTO RIVER","2,45"
"BCN","BURRO CANYON BAER","2121","34.246","-117.838","GLENDORA","4","4901","999","999","44","46","0","LOS ANGELES","SAN GABRIEL R","US Forest Service","SOUTH COAST","2,4,9,10,11,12,13,14,26,77,78"
"BCO","BROWNS CREEK CONDUIT","3514","37.28777","-119.51984","WISHON","6","9001","999","999","60","0","20","MADERA","SAN JOAQUIN R","Pacific Gas & Electric","SAN JOAQUIN RIVER","1,110"
"BCP","BROWNS CAMP","5543","39.89791","-121.25763",,"5","7301","999","999","62","0","0","PLUMAS","FEATHER R","Pacific Gas and Electric Company, Rogers Flat","SACRAMENTO RIVER","3,18,82"
"BCQ","CHOWCHILLA R BLW BUCHANAN DAM","420","37.2156","-119.9903","RAYMOND","6","8801","999","999","56","25","0","MADERA","CHOWCHILLA R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,14,25"
"BCR","BRUSH CREEK RS","3520","39.69","-121.34","OROVILLE","5","7301","999","999","44","13","0","BUTTE","FEATHER R","US Forest Service","SACRAMENTO RIVER","2,45"
"BCS","BACK CANYON (SOUTH)","3490","35.309","-118.36","TEHACHAPI","7","9750","999","999","115","39","0","KERN","CALIENTE CR","Kern County","TULARE LAKE","14,16"
"BCW","BULL CREEK NEAR WEOTT","269","40.3515281677246","-124.005043029785","WEOTT","1","1201","999","999","58","6","0","HUMBOLDT","EEL R","US Geological Survey","NORTH COAST","1,14,20"
"BCX","BEAR RIVER CANAL INTAKE NR COLFAX","1950","39.132778","-120.95331","COLFAX","5","7501","999","999","60","0","20","PLACER","BEAR R","Pacific Gas & Electric","SACRAMENTO RIVER","1,110"
"BCY","BUCKEYE ROUGHS","7900","38.188","-119.442",,"8","10801","999","999","999","19","0","MONO","WALKER R",".None Specified","NORTH LAHONTAN","3,18,82"
"BDB","NEW BULLARDS BAR DAM","2080","39.396359","-121.1437698","CAMPTONVILLE","5","7401","999","999","809","0","39","YUBA","YUBA R","Center for Western Weather and Water Extremes ","SACRAMENTO RIVER","4,9,10,12,17,26,45"
"BDC","BOULDER CREEK","800","37.142","-122.163","BOULDER CREEK","3","2901","999","999","144","22","0","SANTA CRUZ","SAN LORENZO R","Santa Cruz County","CENTRAL COAST","2,16,45"
"BDD","BIG DALTON DAM","1587","34.17","-117.808","GLENDORA","4","4901","170","170","170","47","0","LOS ANGELES","SAN GABRIEL R","Los Angeles County","SOUTH COAST","2,16,45"
"BDE","BODIE","8370","38.217","-119.017","BODIE","8","10801","999","999","40","19","0","MONO","WALKER R","National Weather Service","NORTH LAHONTAN","2"
"BDF","BADGER FLAT","8300","37.265","-119.108",,"6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","3,18,82"
"BDG","BRIDGEPORT R S","6470","38.25","-119.233","BRIDGEPORT","8","10801","999","999","44","19","0","MONO","WALKER R","US Forest Service","NORTH LAHONTAN","2"
"BDH","BUTTE CK NR DURHAM BLW GORRILL DAM","133","39.6021694","-121.785075","DURHAM","5","7201","999","999","707","12","2","BUTTE","BUTTE CR","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14"
"BDL","BELDON LANDING","0","38.1869","-121.9708","FAIRFIELD","5","6501","999","705","705","17","0","SOLANO","SACRAMENTO R","CA Dept of Water Resources/Div of Environmental Services","SACRAMENTO RIVER","1,5,14,25,27,28,61,62,100"
"BDM","BALD MOUNTAIN (USBR)","4720","37.0631484985352","-119.408576965332","AUBERRY","6","9001","50","702","50","999","0","FRESNO","SAN JOAQUIN R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,4,14,16,30,31,32,45"
"BDP","BRIDGEPORT RESERVOIR","6466","38.325","-119.211","BRIDGEPORT","8","10801","999","999","5","19","0","MONO","WALKER R","USGS/DWR","NORTH LAHONTAN","15"
"BDR","BLUE DOOR","5900","41.056","-120.336","MADELINE","5","6701","999","999","59","5","0","LASSEN","PIT R","US Bureau of Land Management","SACRAMENTO RIVER","2,4,9,10,12,13,14,26,30,31,32,77,78"
"BDT","SAN JOAQUIN R AT BRANDT BRIDGE","0","37.865","-121.3231","LATHROP","6","9001","999","999","703","23","0","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/Operations and Maintenance","SAN JOAQUIN RIVER","1,5,14,20,21,25,41,100,141"
"BDV","BLACK RASCAL DIVERSION","183","37.3328","-120.3944","PLANADA","6","8701","999","999","56","24","0","MERCED","MERCED R","US Army Corps of Engineers","SAN JOAQUIN RIVER","1,2,4,12,14,20"
"BDY","BRANDY CREEK","1300","40.617","-122.567","WHISKEYTOWN","5","7001","999","999","50","8","0","SHASTA","SACTO VLY NE","US Bureau of Reclamation","SACRAMENTO RIVER","2,4,14,16,30,31,32,45"
"BEC","BELL CANYON","750","33.5517","-117.5731",,"4","5701","999","999","224","54","0","ORANGE","SANTA ANA R","Orange County Fire Authority","SOUTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"BEG","BEAR RIDGE","7400","37.037","-119.087",,"7","9401","999","999","999","25","0","FRESNO","KINGS R",".None Specified","TULARE LAKE","3,18,82"
"BEM","BELL MEADOW","6500","38.167","-119.942","PINECREST","6","8601","999","999","37","19","0","TUOLUMNE","TUOLUMNE R","Summit Ranger District","SAN JOAQUIN RIVER","3,18,82"
"BEN","MOKELUMNE R @ BENSON'S FERRY NR THORNTON","0","38.2551383972168","-121.440086364746","THORNTON","6","8301","700","999","704","999","0","SAN JOAQUIN","MOKELUMNE R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,14,141,169"
"BER","BERRYESSA","456","38.513","-122.104","WINTERS","5","8001","999","999","50","16","10","NAPA","PUTAH CR","US Bureau of Reclamation","SACRAMENTO RIVER","6,15,22,23,45,76"
"BET","BETHEL ISLAND","9","38.0410919189453","-121.632186889648","RIO VISTA","5","8101","999","999","704","999","0","CONTRA COSTA","DELTA","CA Dept of Water Resources/North Central Region Office","SACRAMENTO RIVER","5,14,25,27,61,100,222,223,224"
"BEV","SOUTH CANAL FROM BEAR RIVER","1980","39.133","-120.953","GRASS VALLEY","5","7501","999","999","60","14","0","PLACER","BEAR R","Pacific Gas & Electric","SACRAMENTO RIVER","69,110"
"BFC","BUFFALO CREEK","3900","40.5819","-119.79","In state of Nevada","8","1","999","999","59","0","0","State of Nevada","NOT SPECIFIED","US Bureau of Land Management","NORTH LAHONTAN","2,4,9,10,12,13,14"
"BFK","BAKERSFIELD AIRPORT","494","35.434","-119.054","BAKERSFIELD","7","9801","999","999","40","38","0","KERN","TULARE LAKE","National Weather Service","TULARE LAKE","2,45"
"BFL","BIG FLAT","5100","41.0775985717773","-122.942230224609","COFFEE CREEK","1","901","50","702","50","999","0","TRINITY","TRINITY R","US Bureau of Reclamation","NORTH COAST","2,3,4,14,18,45,82"
"BFS","BARSTOW","2320","34.9","-117.017","BARSTOW","9","11701","999","999","305","47","0","SAN BERNARDINO","MOJAVE R","Mohave River Museum","SOUTH LAHONTAN","2"
"BFT","BIG FLAT (COURSE)","5100","41.077","-122.938","COFFEE CREEK","1","901","999","999","34","3","0","TRINITY","TRINITY R","Weaverville Ranger District","NORTH COAST","3,18,82"
"BGB","BIG BAR","1270","40.733","-123.2","WEAVERVILLE","1","901","999","999","44","7","0","TRINITY","TRINITY R","US Forest Service","NORTH COAST","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"BGC","BIG CREEK 1","4878","37.205","-119.24","SHAVER LAKE","6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","2,45"
"BGD","BOGARD RANGER STATION","5680","40.59","-121.08",,"8","10401","999","999","3","9","0","LASSEN","SUSAN R","CA Dept of Forestry and Fire Protection","NORTH LAHONTAN","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"BGF","BIG CK DIVERSION NR FISH CAMP","5400","37.46944","-119.61417","FISH CAMP","6","8701","999","999","720","25","2","MARIPOSA","MERCED R","Madera Irrigation District","SAN JOAQUIN RIVER","1,14,20,165"
"BGH","BIGHORN PLATEAU","11350","36.615","-118.377","LONE PINE","7","9701","999","999","1","32","0","TULARE","KERN R","CA Dept of Water Resources","TULARE LAKE","3,18,82"
"BGM","BIG MEADOW","6550","38.417","-120.113","ARNOLD","6","8501","999","999","999","18","0","CALAVERAS","STANISLAUS R",".None Specified","SAN JOAQUIN RIVER","3,18,82"
"BGP","BIG PINE CREEK","9800","37.127815246582","-118.47696685791","BIG PINE","9","11001","702","702","702","999","0","INYO","OWENS R","CA Dept of Water Resources/DFM-Hydro-SMN","SOUTH LAHONTAN","3,4,9,10,12,14,18,82"
"BGR","BANGOR","800","39.380729675293","-121.386245727539","BANGOR","5","7401","999","999","3","999","0","BUTTE","YUBA R","CA Dept of Forestry and Fire Protection","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"BGS","BIG SUR STATE PARK","240","36.247","-121.811","BIG SUR","3","3301","999","999","40","29","0","MONTEREY","SALINAS R","National Weather Service","CENTRAL COAST","2"
"BGV","BRIDGEVILLE","646","40.4738807678223","-123.792808532715","SCOTIA","1","1301","409","702","409","999","0","HUMBOLDT","VAN DUZEN R","USGS/DWR-DFM-Hydro-SMN","NORTH COAST","2,4,14,16,45"
"BHC","BRUSH CREEK (SMUD)","2923","38.805","-120.62","OROVILLE","5","7701","999","999","85","18","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","6,15,23"
"BHL","BEVERLY HILLS","1260","34.125","-118.42","BEVERLY HILLS","4","4801","999","999","172","46","0","LOS ANGELES","LOS ANGELES R","Los Angeles County Fire Dept","SOUTH COAST","2,4,9,10,11,12,13,14,17,26,30,31,32,45,77,78"
"BHM","BEACH MEADOWS","7650","36.122","-118.293","FAIRVIEW","7","9701","999","999","29","32","0","TULARE","KERN R","Kern River Ranger District","TULARE LAKE","3,18,82"
"BHN","BIG CR BLW HUNTINGTON LAKE","6630","37.221","-119.212","BIG CREEK","6","9001","999","999","68","25","0","FRESNO","SAN JOAQUIN R","Southern California Edison Company, Big Creek","SAN JOAQUIN RIVER","65,66"
"BHO","BORACHO SADDLE","4350","34.605278","-118.908607","FILLMORE","4","4601","999","999","156","45","13","VENTURA","SANTA CLARA R","Ventura County","SOUTH COAST","2"
"BHP","BUCHANAN POOL","613","37.2167","-119.9844","MADERA","6","8801","999","999","56","25","0","MADERA","CHOWCHILLA R","US Army Corps of Engineers","SAN JOAQUIN RIVER","14,43"
"BHS","BIG HILL MET STATION","6135","38.841667","-120.407501","POLLOCK PINES","5","7701","999","999","85","17","15","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","2,4,9,10,12,17,29,53,256,257"
"BHV","BEEHIVE MEADOW","6500","37.995","-119.78","MATHER","6","8601","999","999","52","25","0","TUOLUMNE","TUOLUMNE R","Yosemite National Park","SAN JOAQUIN RIVER","3,18,82"
"BIC","BIG CHICO CREEK NEAR CHICO","274","39.7684173583984","-121.778602600098","CHICO","5","6501","999","999","707","13","0","BUTTE","SACRAMENTO R","CA Dept of Water Resources/North Region Office","SACRAMENTO RIVER","1,14,20,25,27"
"BID","MOUNT BIDWELL","7200","41.965","-120.185",,"8","10201","999","999","54","5","0","MODOC","SURPRISE VALLEY","Natural Resources Conservation Service","NORTH LAHONTAN","3,18,82"
"BIF","BETHEL ISLAND FIRE","20","38.0155","-121.6396","BETHEL ISLAND","2","8101","999","999","107","16","23","CONTRA COSTA","DELTA","Contra Costa County","SAN FRANCISCO BAY","2"
"BIL","BUCK ISLAND LAKE","6400","39.001","-120.25","SOUTH LAKE TAHOE","5","7701","999","999","85","14","0","EL DORADO","AMERICAN R","Sacramento Municipal Utility District","SACRAMENTO RIVER","6,15,23,71,110"
"BIM","BIG MEADOWS (DWR)","7600","36.7152252197266","-118.843772888184","WILSOMA","7","9401","702","702","702","999","0","TULARE","KINGS R","CA Dept of Water Resources/DFM-Hydro-SMN","TULARE LAKE","2,3,4,9,10,12,14,18,26,30,31,32,45,82,96,97,98,99,115,116"
"BIO","BRIONES DAM","588","37.9151","-122.207","PLEASANT HILL","2","2001","999","999","86","21","0","CONTRA COSTA","EAST BAY","East Bay Municipal Utility District","SAN FRANCISCO BAY","15"
"BIP","BISHOP PARK","8400","37.238","-118.597","BISHOP","9","11001","999","999","999","26","0","INYO","OWENS R",".None Specified","SOUTH LAHONTAN","3,18,82"
"BIR","MIDDLE R AT BACON ISLAND RD","10","37.943056","-121.53389","MIDDLE RIVER","6","9001","999","999","704","22","2","SAN JOAQUIN","SAN JOAQUIN R","CA Dept of Water Resources/North Central Region Office","SAN JOAQUIN RIVER","1,14,25,100"
"BIS","BISHOP","4140","37.35","-118.4","BISHOP","9","11001","999","999","71","26","0","INYO","OWENS R","City of Los Angeles; Dept of Water and Power","SOUTH LAHONTAN","2"
"BIT","LAKE BRITTON","2744","41.022","-121.676","BURNEY","5","6701","999","999","60","4","0","SHASTA","PIT R","Pacific Gas & Electric","SACRAMENTO RIVER","15"
"BIX","BIXLER ROAD","14","37.94","-121.622","BRENTWOOD","2","9001","999","999","107","23","0","CONTRA COSTA","SAN JOAQUIN R","Contra Costa County","SAN FRANCISCO BAY","16"
"BJP","BYRON JACKSON PUMPS","35","38.87","-121.753","ROBBINS","5","6501","999","999","151","17","0","SUTTER","SACRAMENTO R","Sutter County","SACRAMENTO RIVER","1,14,20,141"
"BKB","BACKBONE RAWS","4700","40.8892","-123.1422","HELENA","5","901","999","999","40","6","2","TRINITY","TRINITY R","National Weather Service","SACRAMENTO RIVER","2,4,9,10,11,12,13,14,26,77,78"
"BKD","BLACK DIAMOND MINES","1600","37.95","-121.884","CONCORD","2","2001","999","999","301","23","0","CONTRA COSTA","EAST BAY","East Bay Regional Parks Fire-Rescue Services","SAN FRANCISCO BAY","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"BKE","BRECKENRIDGE","7548","35.4506","-118.5839","HAVILAH","7","9701","999","999","59","39","0","KERN","KERN R","US Bureau of Land Management","TULARE LAKE","2,4,9,10,12,13,14,26,30,31,32,77,78"
"BKH","BUCKHORN","7100","34.342","-117.918","SAN BERNARDINO","9","11501","999","999","999","47","0","LOS ANGELES","MOJAVE DESERT",".None Specified","SOUTH LAHONTAN","3,18,82"
"BKK","BLACKROCK","8200","36.093","-118.261","PORTERVILLE","7","9701","999","999","44","32","0","TULARE","KERN R","US Forest Service","TULARE LAKE","2,4,9,10,11,12,13,14,26,30,31,32,77,78"
"BKL","BUCKS LAKE","5873","39.85292","-121.25135","QUINCY","5","7301","999","999","703","0","0","PLUMAS","FEATHER R","CA Dept of Water Resources/Operations and Maintenance","SACRAMENTO RIVER","2,3,14,45,73,82,203,237,238"
"BKM","BUCK MEADOWS","3200","37.8233","-120.0975","GROVELAND","6","8601","999","999","94","24","0","TUOLUMNE","TUOLUMNE R","Hetch Hetchy Water and Power","SAN JOAQUIN RIVER","2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
"BKP","BUCKS CREEK PH","1760","39.917","-121.333","BUCKS LAKE","5","7301","999","999","60","13","0","PLUMAS","FEATHER R","Pacific Gas & Electric","SACRAMENTO RIVER","2,45"
"BKS","BARKER SLOUGH PUMPING PLANT (KG000000)","0","38.2759","-121.7965","RIO VISTA","2","8101","999","999","703","17","0","SOLANO","DELTA","CA Dept of Water Resources/Operations and Maintenance","SAN FRANCISCO BAY","23,25,27,62,70,100,114,146,149,272"
"BKY","BUCKEYE FORKS","8500","38.17","-119.483",,"8","10801","999","999","999","19","0","MONO","WALKER R",".None Specified","NORTH LAHONTAN","3,18,82"
"BL2","BLUE CANYON #2 (ETI)","5280","39.283","-120.7","EMIGRANT GAP","5","7701","50","999","1","14","0","PLACER","AMERICAN R","CA Dept of Water Resources","SACRAMENTO RIVER","16,45"
"BLA","BLACKS MOUNTAIN","7050","40.7698402404785","-121.199783325195","OLD STATION","5","6701","702","702","702","999","0","LASSEN","PIT R","CA Dept of Water Resources/DFM-Hydro-SMN","SACRAMENTO RIVER","2,3,4,14,18,30,31,32,45,82,103,104,105"
"BLB","BLACK BUTTE","426","39.808","-122.329","ORLAND","5","7251","999","999","56","12","0","TEHAMA","STONY CR","US Army Corps of Engineers","SACRAMENTO RIVER","2,6,7,15,22,23,31,32,45,64,76,91,94,200"
"BLC","BLUE CANYON","5280","39.2800979614258","-120.708694458008","EMIGRANT GAP","5","7701","50","702","50","999","0","PLACER","AMERICAN R","US Bureau of Reclamation","SACRAMENTO RIVER","2,3,4,14,16,18,30,31,32,45,82,203"
"BLD","BLOODS CREEK","7200","38.4512557983398","-120.034881591797","TAMARACK","6","8501","50","702","50","999","0","ALPINE","STANISLAUS R","US Bureau of Reclamation","SAN JOAQUIN RIVER","2,3,4,14,16,18,30,31,32,45,82"
"BLF","BULLFROG LAKE","10650","36.77","-118.398",,"7","9401","999","999","1","32","0","FRESNO","KINGS R","CA Dept of Water Resources","TULARE LAKE","3,18,82"
"BLH","BALCH PH","1720","36.917","-119.083","PIEDRA","7","9401","999","999","60","31","0","FRESNO","KINGS R","Pacific Gas & Electric","TULARE LAKE","2,45"
